timestamp_abs,timestamp_rel,msg_num,vehicle_timestamp,x,y,z,roll,pitch,yaw,battery_pct,voltage,temperature,pressure,integrity,rssi
1765983343.750401,0.0,1,107.77680969238281,14.423279762268066,-21.31524085998535,-0.9190068244934082,1.6159616708755493,-8.351673126220703,-124.18677520751953,100.0,12.0,9.649999618530273,1102.800048828125,76,-65
