timestamp,sim_time,iteration,true_pos_x,true_pos_y,true_pos_z,imu_valid,imu_roll,imu_pitch,imu_yaw,imu_acc_x,imu_acc_y,imu_acc_z,usbl_valid,usbl_pos_x,usbl_pos_y,usbl_pos_z,usbl_fix_used,depth_valid,depth_measurement,kf_pos_x,kf_pos_y,kf_pos_z,kf_vel_x,kf_vel_y,kf_vel_z,kf_acc_x,kf_acc_y,kf_acc_z,error_norm
17:18:31,0.000,0,10.168406,0.000000,-4.647959,1,0.000000,0.000000,1.564926,0.031786,0.277758,-0.036397,0,0.000000,0.000000,0.000000,0,1,4.583904,10.168059,0.000042,-4.584063,-0.013866,0.001669,0.001371,0.031757,0.277509,-0.036364,0.063897
17:18:31,0.050,1,10.168125,0.074999,-4.647969,1,0.000000,0.000000,1.557225,0.023470,0.236032,-0.012025,0,0.000000,0.000000,0.000000,0,1,4.635407,10.167123,0.000148,-4.583995,-0.025650,0.003011,0.000769,0.027615,0.256780,-0.024200,0.098470
17:18:31,0.100,2,10.167281,0.149994,-4.647998,1,0.000000,0.000000,1.568243,-0.015423,0.218536,-0.032932,0,0.000000,0.000000,0.000000,0,1,4.746737,10.165662,0.000171,-4.584015,-0.036589,0.002259,-0.000878,0.013274,0.244036,-0.027109,0.162921
17:18:31,0.150,3,10.165876,0.224981,-4.648048,1,0.000000,0.000000,1.573558,0.018009,0.221005,-0.009679,0,0.000000,0.000000,0.000000,0,1,4.669069,10.163642,0.000323,-4.661331,-0.047641,0.003120,-0.465014,0.014457,0.238279,-0.022766,0.225061
17:18:32,0.200,4,10.163909,0.299955,-4.648116,1,0.000000,0.000000,1.593915,0.026113,0.239067,0.011454,0,0.000000,0.000000,0.000000,0,1,4.647880,10.160958,0.000563,-4.684557,-0.059608,0.004150,-0.465141,0.016788,0.238437,-0.015923,0.301616
17:18:32,0.250,5,10.161380,0.374912,-4.648205,1,0.000000,0.000000,1.596972,-0.002445,0.293870,0.029719,0,0.000000,0.000000,0.000000,0,1,4.649676,10.157263,0.000641,-4.707708,-0.074314,0.003702,-0.464433,0.013583,0.247674,-0.008317,0.378994
17:18:32,0.300,6,10.158289,0.449848,-4.648312,1,0.000000,0.000000,1.588402,-0.004379,0.194415,-0.016262,0,0.000000,0.000000,0.000000,0,1,4.695931,10.153703,0.000680,-4.702697,-0.084039,0.003283,-0.354497,0.011017,0.240067,-0.009442,0.452472
17:18:32,0.350,7,10.154636,0.524759,-4.648440,1,0.000000,0.000000,1.639710,0.005905,0.250796,0.041293,0,0.000000,0.000000,0.000000,0,1,4.685805,10.149094,0.000786,-4.720341,-0.096584,0.002743,-0.353634,0.010378,0.241408,-0.003101,0.528912
17:18:32,0.400,8,10.150422,0.599640,-4.648587,1,0.000000,0.000000,1.618932,0.051474,0.245836,-0.023726,0,0.000000,0.000000,0.000000,0,1,4.590047,10.143910,0.001383,-4.738087,-0.108925,0.004730,-0.354386,0.014944,0.241900,-0.005393,0.604949
17:18:32,0.450,9,10.145647,0.674488,-4.648754,1,0.000000,0.000000,1.645749,-0.051963,0.233355,-0.022714,0,0.000000,0.000000,0.000000,0,1,4.598390,10.138275,0.000781,-4.647146,-0.120534,0.001237,-0.046282,0.008254,0.241045,-0.007053,0.673749
17:18:32,0.500,10,10.140311,0.749297,-4.648940,1,0.000000,0.000000,1.627957,-0.017486,0.226460,0.048010,0,0.000000,0.000000,0.000000,0,1,4.678789,10.132151,0.000484,-4.649342,-0.131827,-0.000305,-0.045229,0.005914,0.239720,-0.002048,0.748857
17:18:32,0.550,11,10.134415,0.824064,-4.649146,1,0.000000,0.000000,1.659174,0.007445,0.196904,-0.065879,0,0.000000,0.000000,0.000000,0,1,4.687594,10.125902,0.000482,-4.651822,-0.141657,-0.000924,-0.047091,0.006042,0.236152,-0.007367,0.823631
