timestamp_abs,timestamp_rel,depth
1765471497.5325341,0.0,0.09000504186766066
1765471497.6790004,0.14646625518798828,0.07159491966745735
1765471497.8239436,0.2914094924926758,0.09102782643433863
1765471497.9682045,0.4356703758239746,0.07977719620088104
1765471498.11407,0.581535816192627,0.07261770423413531
1765471498.2601225,0.727588415145874,0.08079998076755901
1765471498.4047558,0.8722217082977295,0.07875441163420309
1765471498.5480347,1.015500545501709,0.08284554990091493
1765471498.6922162,1.159682035446167,0.07875441163420309
1765471498.8358011,1.303267002105713,0.07670884250084715
1765471498.9799697,1.4474356174468994,0.08079998076755901
1765471499.1248055,1.592271327972412,0.07466327336749123
1765471499.2696166,1.7370824813842773,0.0920506110010166
1765471499.4134116,1.8808774948120117,0.07977719620088104
1765471499.5577452,2.0252110958099365,0.08795947273430474
1765471499.7023642,2.169830083847046,0.08182276533423696
1765471499.8463264,2.3137922286987305,0.08591390360094882
1765471499.9915886,2.459054470062256,0.07364048880081327
1765471500.1402137,2.607679605484009,0.07057213510077939
1765471500.2861457,2.7536115646362305,0.07670884250084715
1765471500.4318101,2.8992760181427,0.0889822573009827
1765471500.5793114,3.0467772483825684,0.0838683344675929
1765471500.7232368,3.1907026767730713,0.07670884250084715
1765471500.8670716,3.3345375061035156,0.0675037814007455
1765471501.012036,3.479501962661743,0.06852656596742346
1765471501.156297,3.623762845993042,0.07875441163420309
1765471501.300295,3.767760992050171,0.07261770423413531
1765471501.4478614,3.915327310562134,0.07670884250084715
1765471501.5916808,4.0591466426849365,0.07057213510077939
1765471501.735793,4.203258991241455,0.06954935053410143
1765471501.8810124,4.348478317260742,0.07875441163420309
1765471502.0250416,4.492507457733154,0.08079998076755901
1765471502.168701,4.63616681098938,0.0756860579341692
1765471502.3135765,4.7810423374176025,0.07159491966745735
1765471502.4577744,4.9252402782440186,0.07261770423413531
1765471502.6015196,5.068985462188721,0.07466327336749123
1765471502.74516,5.212625980377197,0.07261770423413531
1765471502.889055,5.356520891189575,0.07773162706752512
1765471503.0326097,5.500075578689575,0.07977719620088104
1765471503.1773355,5.644801378250122,0.07364048880081327
1765471503.3219602,5.78942608833313,0.08079998076755901
1765471503.468332,5.935797929763794,0.08079998076755901
1765471503.61222,6.079685926437378,0.08079998076755901
1765471503.7561166,6.22358250617981,0.06954935053410143
1765471503.9005237,6.367989540100098,0.07977719620088104
1765471504.0445273,6.511993169784546,0.07670884250084715
1765471504.193668,6.661133766174316,0.07364048880081327
1765471504.33738,6.804845809936523,0.06852656596742346
1765471504.4831076,6.950573444366455,0.0756860579341692
1765471504.6284661,7.0959320068359375,0.07159491966745735
1765471504.7727542,7.240220069885254,0.07261770423413531
1765471504.916965,7.384430885314941,0.07670884250084715
1765471505.0626543,7.530120134353638,0.0756860579341692
1765471505.2062356,7.673701524734497,0.06954935053410143
1765471505.3508265,7.8182923793792725,0.08182276533423696
1765471505.4952981,7.962764024734497,0.08182276533423696
1765471505.6397018,8.107167720794678,0.0756860579341692
1765471505.786788,8.25425386428833,0.07773162706752512
1765471505.9324827,8.399948596954346,0.0675037814007455
1765471506.076225,8.543690919876099,0.07364048880081327
1765471506.2203476,8.687813520431519,0.07159491966745735
1765471506.3641214,8.831587314605713,0.06852656596742346
1765471506.5088367,8.97630262374878,0.06648099683406754
1765471506.6538212,9.121287107467651,0.07364048880081327
1765471506.7985055,9.265971422195435,0.07466327336749123
1765471506.9422927,9.409758567810059,0.07773162706752512
1765471507.0863628,9.553828716278076,0.07261770423413531
1765471507.230096,9.697561979293823,0.0756860579341692
1765471507.3743007,9.841766595840454,0.07670884250084715
1765471507.5179992,9.985465049743652,0.0838683344675929
1765471507.6656344,10.133100271224976,0.07773162706752512
1765471507.8097265,10.27719235420227,0.07773162706752512
1765471507.9547684,10.422234296798706,0.06852656596742346
1765471508.0986407,10.56610655784607,0.08182276533423696
1765471508.2422197,10.709685564041138,0.07261770423413531
1765471508.3875878,10.855053663253784,0.07261770423413531
1765471508.5316644,10.999130249023438,0.06954935053410143
1765471508.6772437,11.144709587097168,0.07773162706752512
1765471508.8216746,11.289140462875366,0.06852656596742346
1765471508.9658418,11.433307647705078,0.07364048880081327
1765471509.1118078,11.579273700714111,0.06648099683406754
1765471509.2555928,11.723058700561523,0.07977719620088104
1765471509.399822,11.867287874221802,0.07670884250084715
1765471509.545518,12.012983798980713,0.07875441163420309
1765471509.6890557,12.156521558761597,0.08182276533423696
1765471509.8331792,12.300645112991333,0.07773162706752512
1765471509.9770112,12.444477081298828,0.07670884250084715
1765471510.1211205,12.588586330413818,0.07773162706752512
1765471510.264971,12.732436895370483,0.06648099683406754
1765471510.408837,12.87630295753479,0.08079998076755901
1765471510.5550487,13.022514581680298,0.07875441163420309
1765471510.6999528,13.167418718338013,0.0675037814007455
1765471510.8453183,13.312784194946289,0.07773162706752512
1765471510.9889538,13.456419706344604,0.0756860579341692
1765471511.1332686,13.60073447227478,0.06545821226738957
1765471511.277819,13.745284795761108,0.07875441163420309
