timestamp,sim_time,iteration,true_pos_x,true_pos_y,true_pos_z,imu_valid,imu_roll,imu_pitch,imu_yaw,imu_acc_x,imu_acc_y,imu_acc_z,usbl_valid,usbl_pos_x,usbl_pos_y,usbl_pos_z,usbl_fix_used,depth_valid,depth_measurement,kf_pos_x,kf_pos_y,kf_pos_z,kf_vel_x,kf_vel_y,kf_vel_z,kf_acc_x,kf_acc_y,kf_acc_z,error_norm
15:32:42.718,0.000,0,10.168406,0.000000,-4.647959,1,0.000000,0.000000,1.544894,-0.029840,0.204656,-0.010228,0,0.000000,0.000000,0.000000,0,1,4.641644,10.168149,-0.000031,-4.641660,-0.010259,-0.001225,-0.000196,-0.029814,0.204472,-0.010218,0.006305
15:32:42.768,0.050,1,10.168125,0.074999,-4.647969,1,0.000000,0.000000,1.583353,-0.000505,0.257524,0.019559,0,0.000000,0.000000,0.000000,0,1,4.679628,10.167250,-0.000057,-4.641627,-0.023104,-0.001362,0.000780,-0.015166,0.230986,0.004664,0.075329
15:32:42.818,0.100,2,10.167281,0.149994,-4.647998,1,0.000000,0.000000,1.588982,0.008519,0.192351,-0.018968,0,0.000000,0.000000,0.000000,0,1,4.639332,10.165952,-0.000062,-4.641660,-0.032709,-0.001144,-0.000167,-0.007273,0.218111,-0.003211,0.150196
15:32:42.868,0.150,3,10.165876,0.224981,-4.648048,1,0.000000,0.000000,1.546815,0.000321,0.218748,-0.022097,0,0.000000,0.000000,0.000000,0,1,4.583733,10.164041,-0.000083,-4.589012,-0.043650,-0.000866,0.315043,-0.005375,0.218271,-0.007923,0.232686
15:32:42.918,0.200,4,10.163909,0.299955,-4.648116,1,0.000000,0.000000,1.571298,-0.026412,0.212768,-0.016928,0,0.000000,0.000000,0.000000,0,1,4.678357,10.161619,-0.000265,-4.573284,-0.054292,-0.002193,0.314381,-0.009581,0.217170,-0.009723,0.309414
15:32:42.968,0.250,5,10.161380,0.374912,-4.648205,1,0.000000,0.000000,1.628933,-0.024379,0.238071,0.055148,0,0.000000,0.000000,0.000000,0,1,4.571445,10.158477,-0.000513,-4.557399,-0.066144,-0.004048,0.316033,-0.012047,0.220653,0.001087,0.386262
15:32:43.018,0.300,6,10.158289,0.449848,-4.648312,1,0.000000,0.000000,1.642308,-0.019090,0.226498,0.013535,0,0.000000,0.000000,0.000000,0,1,4.629053,10.154845,-0.000812,-4.612155,-0.077392,-0.005794,0.040249,-0.013053,0.221488,0.002841,0.452121
15:32:43.068,0.350,7,10.154636,0.524759,-4.648440,1,0.000000,0.000000,1.587579,-0.016877,0.247454,-0.017385,0,0.000000,0.000000,0.000000,0,1,4.624944,10.150439,-0.001162,-4.610176,-0.089748,-0.006844,0.039859,-0.013531,0.224733,0.000313,0.527328
15:32:43.118,0.400,8,10.150422,0.599640,-4.648587,1,0.000000,0.000000,1.600844,-0.001590,0.253141,-0.007219,0,0.000000,0.000000,0.000000,0,1,4.511673,10.145351,-0.001397,-4.608205,-0.102389,-0.007286,0.039657,-0.012205,0.227890,-0.000524,0.602414
15:32:43.168,0.450,9,10.145647,0.674488,-4.648754,1,0.000000,0.000000,1.646783,-0.001330,0.282658,0.002181,0,0.000000,0.000000,0.000000,0,1,4.613681,10.139264,-0.001669,-4.611368,-0.116453,-0.008280,0.025065,-0.011117,0.233366,-0.000257,0.677220
