timestamp,sim_time,iteration,true_pos_x,true_pos_y,true_pos_z,imu_valid,imu_roll,imu_pitch,imu_yaw,imu_acc_x,imu_acc_y,imu_acc_z,usbl_valid,usbl_pos_x,usbl_pos_y,usbl_pos_z,usbl_fix_used,depth_valid,depth_measurement,kf_pos_x,kf_pos_y,kf_pos_z,kf_vel_x,kf_vel_y,kf_vel_z,kf_acc_x,kf_acc_y,kf_acc_z,error_norm
15:45:34.179,0.000,0,10.168406,0.000000,-4.647959,1,0.000000,0.000000,1.545349,0.035499,0.224905,-0.023381,0,0.000000,0.000000,0.000000,0,1,4.654718,10.168126,0.000051,-4.654701,-0.011186,0.002059,-0.001503,0.035467,0.224702,-0.023360,0.006748
15:45:34.229,0.050,1,10.168125,0.074999,-4.647969,1,0.000000,0.000000,1.554201,0.051426,0.218465,-0.017276,0,0.000000,0.000000,0.000000,0,1,4.654576,10.167303,0.000243,-4.654794,-0.022062,0.004809,-0.002367,0.043443,0.221585,-0.020319,0.075072
15:45:34.279,0.100,2,10.167281,0.149994,-4.647998,1,0.000000,0.000000,1.575707,0.008961,0.246127,0.064622,0,0.000000,0.000000,0.000000,0,1,4.656856,10.165828,0.000409,-4.654655,-0.034400,0.005219,0.000861,0.031952,0.229763,0.007986,0.149741
15:45:34.329,0.150,3,10.165876,0.224981,-4.648048,1,0.000000,0.000000,1.594124,-0.027035,0.227247,0.029990,0,0.000000,0.000000,0.000000,0,1,4.693001,10.163829,0.000408,-4.689499,-0.045806,0.003599,-0.207519,0.017209,0.229135,0.013480,0.228376
15:45:34.379,0.200,4,10.163909,0.299955,-4.648116,1,0.000000,0.000000,1.581838,-0.009166,0.241889,0.018746,0,0.000000,0.000000,0.000000,0,1,4.637294,10.161171,0.000442,-4.699850,-0.057910,0.003015,-0.206689,0.011935,0.231685,0.014533,0.303960
15:45:34.429,0.250,5,10.161380,0.374912,-4.648205,1,0.000000,0.000000,1.576615,0.017418,0.230966,0.003322,0,0.000000,0.000000,0.000000,0,1,4.752133,10.157991,0.000647,-4.710197,-0.069462,0.003819,-0.206332,0.012849,0.231565,0.012665,0.379379
15:45:34.479,0.300,6,10.158289,0.449848,-4.648312,1,0.000000,0.000000,1.570189,0.020664,0.219985,0.018656,0,0.000000,0.000000,0.000000,0,1,4.689421,10.154330,0.000922,-4.695417,-0.080461,0.004859,-0.107445,0.013965,0.229911,0.013529,0.451408
15:45:34.529,0.350,7,10.154636,0.524759,-4.648440,1,0.000000,0.000000,1.607513,0.016486,0.273444,-0.077280,0,0.000000,0.000000,0.000000,0,1,4.644668,10.149584,0.001199,-4.700938,-0.094151,0.005250,-0.109158,0.014280,0.235352,0.002179,0.526210
15:45:34.579,0.400,8,10.150422,0.599640,-4.648587,1,0.000000,0.000000,1.641704,0.047958,0.248570,0.021852,0,0.000000,0.000000,0.000000,0,1,4.635119,10.144433,0.001837,-4.706336,-0.106621,0.006803,-0.108480,0.018022,0.236821,0.004365,0.600616
15:45:34.629,0.450,9,10.145647,0.674488,-4.648754,1,0.000000,0.000000,1.633115,0.014020,0.235530,0.011151,0,0.000000,0.000000,0.000000,0,1,4.698863,10.138822,0.002131,-4.702845,-0.118427,0.006767,-0.082819,0.017621,0.236691,0.005049,0.674563
