timestamp_abs,timestamp_rel,roll,pitch,yaw,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
1765470633.9782016,0.12887048721313477,0.03634547849328879,-0.06757457512410142,1.3619572262233355,0.00732603948563,0.00278095249087,0.00589466094971,-0.0101834535599,-0.00293552898802,0.0021003189031
1765470634.1728446,0.3235135078430176,0.03604181154999251,-0.0676963689708913,1.3617590870382335,0.00158614711836,-0.0279826335609,-0.0201444625854,-0.00450909137726,-0.00140517938416,0.00703707337379
1765470634.3762362,0.5269050598144531,0.03646248697249495,-0.06764971371754448,1.361898769837408,0.0120653193444,0.0101676676422,-0.00129508972168,-0.00229179859161,0.0039704144001,0.00705942651257
1765470634.574139,0.7248079776763916,0.03638406520077052,-0.06760794786151147,1.362151104350693,-0.0190674681216,-0.0165280178189,-0.0104675292969,-0.00323504232801,-0.00127106904984,0.00578835560009
1765470634.7743473,0.9250161647796631,0.036597942003439105,-0.06758231077483026,1.3624156894049926,0.0126626454294,-0.0113489571959,-0.0204963684082,-0.00782459881157,0.00561252143234,0.00523403193802
1765470634.972197,1.122865915298462,0.03715737227992387,-0.06744386384884897,1.363119429723046,0.012917548418,0.0126623082906,0.00593090057373,0.00378117035143,-0.00411868095398,0.00438019679859
1765470635.1729558,1.323624610900879,0.03764679887044239,-0.0672261629133026,1.3637021293695553,0.0228868220001,0.0180228147656,0.00710773468018,-0.00177174818236,0.00336989783682,0.00605061650276
1765470635.3737867,1.5244555473327637,0.03784691045922662,-0.06718647765187122,1.3639707091654898,-0.000215019099414,-0.0165114644915,-0.00764846801758,-0.00952780339867,2.23517417908e-06,0.00953599903733
1765470635.5725152,1.7231841087341309,0.03775998737795996,-0.06722156063804381,1.3639719075879804,0.0116023467854,-0.00174955930561,0.0063533782959,-0.00539869070053,0.00493601011112,0.00467971013859
1765470635.7730122,1.9236810207366943,0.037323074995186445,-0.06730639896351964,1.3637774968284047,-0.000809750054032,-0.00250148586929,0.0065746307373,-0.00745058152825,0.00289604137652,0.00544711947441
1765470635.9727848,2.1234536170959473,0.03708551686476217,-0.06735279622313586,1.3634728311996995,0.0215285569429,0.00255105551332,0.0163612365723,-0.00691115995869,-0.0031292445492,0.005675108172
1765470636.172929,2.3235979080200195,0.036675910205540375,-0.06749210035409303,1.363160176087724,0.0241108238697,-0.00719495583326,0.0108051300049,-0.00497996853665,0.00325217843056,0.00223442935385
1765470636.3720703,2.5227391719818115,0.03576252085304885,-0.0677943524930602,1.3626740160307302,0.0141752650961,0.00407064799219,0.0129156112671,-0.00371933006682,0.0150285661221,0.00400021672249
1765470636.5725045,2.7231733798980713,0.0353273478473623,-0.06782373048883515,1.3626282096599809,0.0034466618672,-0.0297132879496,-0.0068187713623,-0.00672489451244,0.00188276171684,0.00768378423527
1765470636.7730231,2.923691987991333,0.03588932893282866,-0.06764780789288939,1.3628657636292159,0.021069612354,-0.0159941837192,0.00984668731689,-0.00413954304531,0.00134333979804,0.0140078365803
