timestamp,sim_time,iteration,true_pos_x,true_pos_y,true_pos_z,imu_valid,imu_roll,imu_pitch,imu_yaw,imu_acc_x,imu_acc_y,imu_acc_z,usbl_valid,usbl_pos_x,usbl_pos_y,usbl_pos_z,usbl_fix_used,depth_valid,depth_measurement,kf_pos_x,kf_pos_y,kf_pos_z,kf_vel_x,kf_vel_y,kf_vel_z,kf_acc_x,kf_acc_y,kf_acc_z,error_norm
14:28:36.012,0.000,0,10.168406,0.000000,-4.647959,1,0.000000,0.000000,1.573014,-0.050357,0.252561,-0.006951,0,0.000000,0.000000,0.000000,0,1,4.597691,10.168090,-0.000064,-4.597816,-0.012611,-0.002544,0.002154,-0.050311,0.252334,-0.006944,0.050144
14:28:36.062,0.050,1,10.168125,0.074999,-4.647969,1,0.000000,0.000000,1.570370,0.024386,0.247942,-0.010426,0,0.000000,0.000000,0.000000,0,1,4.676461,10.167155,-0.000067,-4.597723,-0.025013,-0.001320,0.001633,-0.012980,0.250139,-0.008684,0.090335
14:28:36.112,0.100,2,10.167281,0.149994,-4.647998,1,0.000000,0.000000,1.607368,0.026199,0.228554,-0.029057,0,0.000000,0.000000,0.000000,0,1,4.665256,10.165673,-0.000013,-4.597721,-0.036434,-0.000455,0.000181,0.000076,0.242946,-0.015473,0.158217
14:28:36.162,0.150,3,10.165876,0.224981,-4.648048,1,0.000000,0.000000,1.624528,-0.005412,0.291009,-0.008651,0,0.000000,0.000000,0.000000,0,1,4.698785,10.163308,-0.000082,-4.689589,-0.050959,-0.001433,-0.551275,-0.001296,0.254959,-0.013784,0.228879
14:28:36.212,0.200,4,10.163909,0.299955,-4.648116,1,0.000000,0.000000,1.600983,-0.012712,0.219094,-0.026432,0,0.000000,0.000000,0.000000,0,1,4.663571,10.160667,-0.000233,-4.717189,-0.061893,-0.002409,-0.552338,-0.003579,0.247787,-0.016313,0.308049
14:28:36.262,0.250,5,10.161380,0.374912,-4.648205,1,0.000000,0.000000,1.593004,-0.042947,0.214469,-0.059173,0,0.000000,0.000000,0.000000,0,1,4.655385,10.157518,-0.000655,-4.744944,-0.072563,-0.004790,-0.554566,-0.010139,0.242235,-0.023455,0.387846
14:28:36.312,0.300,6,10.158289,0.449848,-4.648312,1,0.000000,0.000000,1.601238,-0.000628,0.284512,0.026298,0,0.000000,0.000000,0.000000,0,1,4.625143,10.153216,-0.000841,-4.653600,-0.086778,-0.005243,-0.088719,-0.008780,0.248274,-0.016308,0.450749
14:28:36.363,0.350,7,10.154636,0.524759,-4.648440,1,0.000000,0.000000,1.601061,-0.011268,0.256236,0.021436,0,0.000000,0.000000,0.000000,0,1,4.567168,10.148488,-0.001150,-4.657987,-0.099568,-0.006192,-0.088541,-0.009091,0.249269,-0.011591,0.526031
14:28:36.413,0.400,8,10.150422,0.599640,-4.648587,1,0.000000,0.000000,1.618984,0.005807,0.254330,-0.015663,0,0.000000,0.000000,0.000000,0,1,4.634826,10.143138,-0.001320,-4.662440,-0.112269,-0.006509,-0.089238,-0.007436,0.249831,-0.012043,0.601163
14:28:36.463,0.450,9,10.145647,0.674488,-4.648754,1,0.000000,0.000000,1.625959,-0.027232,0.222094,0.040338,0,0.000000,0.000000,0.000000,0,1,4.645647,10.137566,-0.001911,-4.652166,-0.123304,-0.008515,-0.046912,-0.009416,0.247058,-0.006796,0.676455
14:28:36.513,0.500,10,10.140311,0.749297,-4.648940,1,0.000000,0.000000,1.626002,0.081927,0.240335,-0.004258,0,0.000000,0.000000,0.000000,0,1,4.622017,10.131154,-0.001108,-4.654514,-0.135428,-0.005092,-0.047187,-0.001112,0.246447,-0.006565,0.750481
14:28:36.563,0.550,11,10.134415,0.824064,-4.649146,1,0.000000,0.000000,1.645856,0.030287,0.204991,0.016349,0,0.000000,0.000000,0.000000,0,1,4.693053,10.124684,-0.000899,-4.656804,-0.145698,-0.004427,-0.046884,0.001504,0.242992,-0.004656,0.825057
14:28:36.613,0.600,12,10.127958,0.898785,-4.649372,1,0.000000,0.000000,1.686095,0.004291,0.213078,-0.017110,0,0.000000,0.000000,0.000000,0,1,4.681951,10.117582,-0.001095,-4.672777,-0.156288,-0.005548,-0.077744,0.001718,0.240691,-0.005629,0.900244
14:28:36.663,0.650,13,10.120941,0.973456,-4.649617,1,0.000000,0.000000,1.640154,0.015435,0.229555,0.012054,0,0.000000,0.000000,0.000000,0,1,4.697947,10.109654,-0.001145,-4.676621,-0.167774,-0.005586,-0.077580,0.002698,0.239896,-0.004366,0.975040
14:28:36.713,0.700,14,10.113365,1.048072,-4.649881,1,0.000000,0.000000,1.652231,-0.056037,0.251610,0.026191,0,0.000000,0.000000,0.000000,0,1,4.683981,10.100783,-0.002553,-4.680385,-0.180187,-0.009387,-0.076977,-0.001217,0.240677,-0.002329,1.051142
14:28:36.763,0.750,15,10.105230,1.122628,-4.650165,1,0.000000,0.000000,1.668055,0.060545,0.236584,0.017946,0,0.000000,0.000000,0.000000,0,1,4.637162,10.091514,-0.001816,-4.659525,-0.192108,-0.007523,-0.031066,0.002643,0.240421,-0.001021,1.124567
14:28:36.813,0.800,16,10.096536,1.197122,-4.650469,1,0.000000,0.000000,1.657398,0.005255,0.275327,0.050851,0,0.000000,0.000000,0.000000,0,1,4.622982,10.080866,-0.002186,-4.660902,-0.205844,-0.008392,-0.029819,0.002796,0.242474,0.002029,1.199456
14:28:36.863,0.850,17,10.087284,1.271548,-4.650792,1,0.000000,0.000000,1.708371,0.029534,0.236192,0.018925,0,0.000000,0.000000,0.000000,0,1,4.662375,10.070391,-0.002038,-4.662315,-0.217635,-0.008565,-0.029272,0.004282,0.242125,0.002968,1.273750
